ProdID,ProductID,ProductName,SellingPricePerUnit,PurchasingPricePerUnit,SubCategoryID
P1188,FUR-BAR-10004682,"Barricks Round Table, Fully Assembled",502.98000000000013,271.62000000000006,SC4
P1189,FUR-TA-10001089,"Hon Computer Table, with Bottom Storage",494.43,336.2399999999999,SC4
P1190,FUR-BO-10001201,"Bush Stackable Bookrack, Mobile",82.33999999999997,46.94,SC9
P1191,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,499.99,254.9949,SC3
P1192,TEC-PH-10003546,"Apple Signal Booster, with Caller ID",136.65,102.51,SC2
P1193,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,79.99,51.1936,SC0
P1194,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,141.304,SC0
P1195,TEC-CO-10001894,"Sharp Copy Machine, High-Speed",239.4,134.07,SC3
P1196,TEC-MA-10003198,"Konica Phone, White",84.6,54.99,SC8
P1197,TEC-HP -10003618,"HP Fax Machine, Digital",299.58,299.58,SC3
P1198,FUR-TA-10000971,"Bevis Training Table, Rectangular",332.5499999999999,226.14,SC4
P1199,OFF-PA-10000994,Xerox 1915,104.84999999999998,54.52199999999999,SC13
P1200,FUR-BO-10004254,"Ikea Classic Bookcase, Traditional",411.75,255.3,SC9
P1201,TEC-PH-10003645,Aastra 57i VoIP phone,161.61,119.59140000000002,SC2
P1202,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,107.79,64.67399999999999,SC0
P1203,FUR-BO-10003903,"Dania 3-Shelf Cabinet, Pine",142.8,129.96,SC9
P1204,OFF-AP-10000577,"Cuisinart Stove, Black",537.72,392.55,SC7
P1205,TEC-PH-10001530,Plantronics Voyager Pro Legend,205.99000000000004,148.31280000000004,SC2
P1206,TEC-MA-10003230,Okidata C610n Printer,649.0,460.79,SC8
P1207,TEC-CO-10004904,"Sharp Fax Machine, Digital",196.86,192.93999999999997,SC3
P1208,TEC-BRO-10003876,"Brother Fax Machine, Laser",318.54,187.95,SC3
P1209,FUR-CH-10002830,"Office Star Rocking Chair, Red",140.91,83.16,SC1
P1210,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,59.99,40.7932,SC0
P1211,TEC-MEM-10000374,"Memorex Router, Programmable",247.70999999999995,131.30999999999997,SC0
P1212,TEC-APP-10001586,"Apple Speaker Phone, VoIP",123.39,74.04000000000003,SC2
P1213,OFF-AP-10002537,"Hamilton Beach Microwave, Red",282.51,217.56,SC7
P1214,TEC-CO-10001933,"HP Fax Machine, High-Speed",198.76,162.99999999999994,SC3
P1215,FUR-BO-10003985,"Sauder Classic Bookcase, Traditional",435.99,274.68,SC9
P1216,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,647.89,492.3964,SC10
P1217,TEC-MA-10003298,"Konica Card Printer, Wireless",175.17000000000004,136.65,SC8
P1218,TEC-PH-10003823,"Apple Headset, Full Size",74.55,45.47999999999999,SC2
P1219,TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,278.99,206.4526,SC2
P1220,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,157.99,82.15480000000002,SC2
P1221,TEC-MA-10004533,"Konica Receipt Printer, Durable",122.37000000000002,90.57000000000004,SC8
P1222,FUR-TA-10003690,"Hon Computer Table, Fully Assembled",493.71,449.28,SC4
P1223,TEC-CO-10000415,"Brother Ink, Color",148.74,141.33,SC3
P1224,TEC-AC-10001056,"Belkin Router, USB",258.96000000000004,137.25000000000003,SC0
P1225,FUR-TA-10001386,"Lesro Conference Table, Fully Assembled",859.05,549.81,SC4
P1226,TEC-CO-10002055,"Hewlett Ink, Digital",148.31999999999996,81.59999999999998,SC3
P1227,FUR-CH-10000155,Global Comet Stacking Armless Chair,299.05,215.31599999999997,SC1
P1228,TEC-HP -10004149,"HP Copy Machine, Color",241.89,193.53,SC3
P1229,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,150.98,111.7252,SC1
P1230,FUR-HAR-10001374,"Harbour Creations Executive Leather Armchair, Red",475.85999999999984,290.27999999999986,SC1
P1231,OFF-FEL-10003848,"Fellowes Trays, Industrial",57.87,44.00999999999999,SC10
P1232,FUR-FU-10002979,"Eldon Frame, Black",116.25,83.7,SC11
P1233,TEC-PH-10000437,"Cisco Signal Booster, VoIP",151.92000000000004,142.83,SC2
P1234,OFF-FEL-10001776,"Fellowes File Cart, Single Width",137.34000000000003,137.34,SC10
P1235,FUR-IKE-10004160,"Ikea Stackable Bookrack, Traditional",122.58,77.25,SC9
P1236,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,200.98,180.882,SC9
P1237,FUR-BO-10003408,"Ikea 3-Shelf Cabinet, Metal",141.9,113.51999999999998,SC9
P1238,FUR-BO-10002390,"Ikea Library with Doors, Metal",362.85,330.21,SC9
P1239,FUR-BO-10001781,"Bush Library with Doors, Traditional",242.88,179.74000000000004,SC9
P1240,TEC-CO-10001943,Canon PC-428 Personal Copier,199.99,105.9947,SC3
P1241,OFF-AP-10004958,"KitchenAid Stove, Black",379.72,254.42,SC7
P1242,FUR-DAN-10002967,"Dania 3-Shelf Cabinet, Metal",140.91,112.74,SC9
P1243,FUR-BO-10001596,"Dania Library with Doors, Mobile",243.28000000000003,199.5,SC9
P1244,TEC-AC-10001341,"Enermax Memory Card, USB",76.39999999999998,53.47999999999999,SC0
P1245,TEC-CO-10002201,"Sharp Ink, Color",83.9,73.0,SC3
P1246,TEC-CO-10003506,"HP Fax Machine, Laser",299.94,200.97,SC3
P1247,FUR-TA-10000323,"Lesro Round Table, Fully Assembled",453.4800000000001,226.74000000000007,SC4
P1248,TEC-HEW-10004652,"Hewlett Personal Copier, Laser",144.26999999999995,135.62999999999997,SC3
P1249,FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",196.74,98.37,SC9
P1250,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",279.48,265.50600000000003,SC10
P1251,FUR-CH-10004746,"Office Star Executive Leather Armchair, Adjustable",310.0,158.1,SC1
P1252,FUR-BO-10004821,"Dania Corner Shelving, Traditional",122.07,109.89,SC9
P1253,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,180.98,130.3056,SC7
P1254,TEC-CO-10001234,"Canon Fax Machine, Digital",212.01999999999995,190.82,SC3
P1255,TEC-PH-10003636,"Samsung Speaker Phone, Cordless",84.06,65.58,SC2
P1256,OFF-CUI-10000140,"Cuisinart Microwave, Silver",279.21,279.21,SC7
P1257,TEC-PH-10001619,LG G3,195.99000000000004,139.15290000000005,SC2
P1258,TEC-LOG-10002018,"Logitech Memory Card, Erganomic",101.19,99.18,SC0
P1259,FUR-CH-10003982,"Harbour Creations Swivel Stool, Adjustable",121.74,70.62000000000002,SC1
P1260,TEC-AC-10002348,"Enermax Memory Card, USB",114.6,97.40999999999998,SC0
P1261,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",150.98,107.1958,SC1
P1262,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,100.89,76.6764,SC1
P1263,TEC-AC-10002172,"Memorex Keyboard, Programmable",72.84,62.67000000000001,SC0
P1264,TEC-CO-10002108,"Brother Personal Copier, Color",144.33,72.18,SC3
P1265,FUR-TA-10003786,"Hon Training Table, Fully Assembled",334.17,200.52000000000004,SC4
P1266,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",138.14,138.14,SC10
P1267,TEC-CO-10001787,"HP Fax and Copier, Laser",172.89,131.39999999999998,SC3
P1268,FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",121.58999999999996,68.09999999999998,SC9
P1269,FUR-TA-10004256,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,417.4,388.18199999999996,SC4
P1270,TEC-CO-10002857,"Sharp Fax and Copier, Color",170.04,86.72999999999998,SC3
P1271,OFF-ST-10004377,"Rogers File Cart, Single Width",141.63,104.82,SC10
P1272,OFF-AP-10001503,"KitchenAid Microwave, Black",309.75,164.18999999999994,SC7
P1273,FUR-BO-10000038,"Bush Library with Doors, Pine",243.78,238.92,SC9
P1274,FUR-CH-10004447,"Harbour Creations Rocking Chair, Set of Two",149.33999999999997,146.36999999999995,SC1
P1275,FUR-TA-10001306,"Hon Wood Table, Adjustable Height",355.67999999999984,252.53999999999988,SC4
P1276,TEC-PH-10004094,Motorola L703CM,155.99,116.9925,SC2
P1277,FUR-IKE-10002894,"Ikea Library with Doors, Traditional",363.39,203.52,SC9
P1278,TEC-PH-10003932,"Apple Audio Dock, VoIP",111.32,106.88,SC2
P1279,OFF-KIT-10004515,"KitchenAid Microwave, Red",310.32,288.6,SC7
P1280,FUR-TA-10003785,"Hon Round Table, Adjustable Height",345.4,238.34000000000003,SC4
P1281,TEC-MA-10004617,"Konica Receipt Printer, Wireless",81.5,57.88,SC8
P1282,TEC-PH-10004509,"Nokia Audio Dock, Cordless",169.59,115.35,SC2
P1283,FUR-BO-10003007,"Ikea Stackable Bookrack, Metal",122.04,93.99,SC9
P1284,OFF-AP-10003184,"KitchenAid Stove, Silver",570.9000000000002,365.40000000000015,SC7
P1285,TEC-MA-10002264,"Panasonic Printer, Durable",266.61,210.63,SC8
P1286,TEC-SHA-10003670,"Sharp Wireless Fax, Laser",355.92,266.94,SC3
P1287,OFF-AP-10004293,"KitchenAid Refrigerator, Silver",528.6899999999998,301.37999999999994,SC7
P1288,FUR-BO-10001362,"Ikea Classic Bookcase, Metal",411.21,349.53,SC9
P1289,TEC-PH-10003995,"Nokia Audio Dock, VoIP",166.82999999999996,120.11999999999998,SC2
P1290,FUR-TA-10000945,"Bevis Coffee Table, Adjustable Height",213.58,113.2,SC4
P1291,OFF-AP-10004994,"Hamilton Beach Refrigerator, Red",333.42,266.73999999999995,SC7
P1292,TEC-CO-10003393,"Sharp Personal Copier, Digital",119.64,116.07,SC3
P1293,TEC-MA-10000429,"Konica Card Printer, Red",172.32000000000005,117.18,SC8
P1294,OFF-ST-10003964,"Fellowes Lockers, Industrial",207.81,182.88,SC10
P1295,TEC-MA-10002614,"Okidata Receipt Printer, Wireless",81.94,60.64,SC8
P1296,TEC-AC-10000007,"SanDisk Router, USB",256.56,148.83,SC0
P1297,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",60.89,43.2319,SC1
P1298,OFF-ST-10004837,"Eldon File Cart, Single Width",127.92,120.27,SC10
P1299,TEC-MA-10000331,"Okidata Printer, White",266.91,264.27000000000004,SC8
P1300,TEC-HEW-10001710,"Hewlett Ink, Laser",148.67999999999995,130.86,SC3
P1301,FUR-TA-10002868,"Barricks Coffee Table, Adjustable Height",303.68999999999994,227.78999999999996,SC4
P1302,FUR-BO-10003297,"Ikea 3-Shelf Cabinet, Metal",94.60000000000002,89.88000000000002,SC9
P1303,FUR-TA-10002912,"Lesro Conference Table, Rectangular",570.0999999999998,410.47999999999985,SC4
P1304,FUR-BO-10002084,"Dania Library with Doors, Metal",241.24,176.12,SC9
P1305,TEC-CO-10001703,"Brother Copy Machine, Laser",261.93,138.84,SC3
P1306,TEC-AC-10000244,"Memorex Router, USB",164.28,162.64,SC0
P1307,FUR-CH-10004913,"Office Star Rocking Chair, Red",140.91,125.43,SC1
P1308,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,150.98,134.3722,SC1
P1309,TEC-CO-10004377,"Brother Fax Machine, High-Speed",316.74,247.08,SC3
P1310,TEC-CO-10002316,"Brother Personal Copier, Laser",142.89,107.19000000000004,SC3
P1311,FUR-CH-10000026,"SAFCO Rocking Chair, Black",132.48000000000002,127.20000000000002,SC1
P1312,TEC-PH-10002624,Samsung Galaxy S4 Mini,469.99,333.69290000000007,SC2
P1313,FUR-CH-10000326,"SAFCO Rocking Chair, Red",89.93999999999996,52.17999999999999,SC1
P1314,FUR-TA-10000963,"Chromcraft Round Table, with Bottom Storage",311.4000000000001,280.2600000000001,SC4
P1315,TEC-HEW-10002302,"Hewlett Copy Machine, Color",261.87,130.95,SC3
P1316,FUR-BO-10001483,"Bush Corner Shelving, Metal",82.3,71.62,SC9
P1317,TEC-AC-10004743,"Logitech Router, USB",165.02,105.62,SC0
P1318,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",150.98,128.333,SC4
P1319,TEC-SHA-10000052,"Sharp Copy Machine, Color",240.84,151.73999999999995,SC3
P1320,FUR-TA-10004937,"Chromcraft Conference Table, Rectangular",580.16,504.74000000000007,SC4
P1321,OFF-ST-10000430,"Tenex File Cart, Blue",133.20000000000005,109.23000000000003,SC10
P1322,FUR-CH-10000399,"Hon Swivel Stool, Set of Two",165.9,126.09,SC1
P1323,TEC-APP-10003032,"Apple Audio Dock, Cordless",169.74,137.49,SC2
P1324,FUR-OFF-10003688,"Office Star Rocking Chair, Black",138.48000000000002,110.79000000000002,SC1
P1325,FUR-BEV-10004805,"Bevis Conference Table, Rectangular",921.33,479.09999999999985,SC4
P1326,TEC-CO-10004267,"Brother Ink, Laser",147.3,128.16000000000003,SC3
P1327,TEC-PH-10004261,"Nokia Signal Booster, Full Size",137.79,99.20999999999998,SC2
P1328,TEC-CO-10001766,"Canon Fax Machine, Digital",318.0300000000001,311.67000000000013,SC3
P1329,TEC-PH-10002780,"Motorola Smart Phone, Cordless",428.52,252.83999999999997,SC2
P1330,TEC-AC-10000501,"Enermax Router, Programmable",173.22,148.98,SC0
P1331,TEC-SHA-10000306,"Sharp Copy Machine, Color",237.6,204.36,SC3
P1332,TEC-AC-10004626,"Belkin Router, Erganomic",171.04000000000005,171.04000000000005,SC0
P1333,TEC-PH-10003620,"Apple Signal Booster, Cordless",139.5,104.64,SC2
P1334,TEC-PH-10002104,"Cisco Speaker Phone, Cordless",141.32999999999996,100.34999999999997,SC2
P1335,FUR-BO-10001580,"Dania Stackable Bookrack, Pine",122.94,102.06,SC9
P1336,TEC-CO-10001468,"Brother Fax Machine, Digital",212.12,144.26,SC3
P1337,FUR-BO-10004834,"Safco 3-Shelf Cabinet, Mobile",171.36,149.10000000000005,SC9
P1338,FUR-RUB-10002067,"Rubbermaid Frame, Erganomic",108.51,68.37,SC11
P1339,FUR-CH-10000785,Global Ergonomic Managers Chair,180.98,133.9252,SC1
P1340,TEC-MA-10003812,"Panasonic Printer, Wireless",266.49,199.89,SC8
P1341,FUR-BO-10002632,"Sauder Corner Shelving, Pine",148.65,118.92,SC9
P1342,TEC-PH-10004575,"Motorola Smart Phone, Cordless",642.78,617.0699999999998,SC2
P1343,FUR-BO-10002793,"Safco Floating Shelf Set, Traditional",196.74,98.37,SC9
P1344,FUR-TA-10004406,"Bevis Computer Table, Fully Assembled",330.66000000000014,228.16000000000008,SC4
P1345,TEC-MA-10004172,"Konica Printer, Red",264.99,257.07,SC8
P1346,FUR-CH-10004993,"Hon Swivel Stool, Black",107.48000000000002,78.48000000000002,SC1
P1347,FUR-CH-10004600,"Harbour Creations Chairmat, Red",72.00000000000001,38.160000000000025,SC1
P1348,OFF-AR-10004881,"Stanley Sketch Pad, Blue",44.43,29.79,SC12
P1349,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,84.99,59.49300000000001,SC2
P1350,FUR-TA-10002957,"Bevis Training Table, Fully Assembled",336.45,208.62000000000003,SC4
P1351,TEC-CO-10004182,"Hewlett Wireless Fax, Laser",380.19,307.98,SC3
P1352,OFF-AR-10001759,"Sanford Sketch Pad, Fluorescent",46.74,24.78,SC12
P1353,TEC-PH-10001921,"Nokia Signal Booster, with Caller ID",136.5,121.5,SC2
P1354,TEC-HP -10003894,"HP Wireless Fax, Laser",360.2100000000001,338.61,SC3
P1355,FUR-BO-10004704,"Bush Corner Shelving, Pine",125.34,65.19000000000001,SC9
P1356,OFF-ST-10001357,"Eldon Lockers, Single Width",197.94,162.32999999999996,SC10
P1357,TEC-MA-10003101,"Panasonic Printer, Red",263.64000000000004,263.64000000000004,SC8
P1358,FUR-CH-10001130,"Harbour Creations Swivel Stool, Set of Two",121.57999999999998,105.78,SC1
P1359,FUR-TA-10003893,"Lesro Wood Table, with Bottom Storage",467.43,467.43000000000006,SC4
P1360,FUR-TA-10001056,"Barricks Conference Table, Adjustable Height",909.27,527.3999999999999,SC4
P1361,OFF-ST-10000886,"Smead Lockers, Wire Frame",131.66,126.4,SC10
P1362,FUR-CH-10003692,"SAFCO Swivel Stool, Set of Two",170.19,151.47,SC1
P1363,OFF-AP-10002361,"Hoover Microwave, Red",308.64,246.93,SC7
P1364,FUR-BO-10004015,"Bush Andora Bookcase, Maple Graphite Gray Finish",119.99,93.5922,SC9
P1365,FUR-CH-10002060,"SAFCO Rocking Chair, Adjustable",137.4,114.06000000000002,SC1
P1366,TEC-CO-10001177,"HP Fax and Copier, Color",116.22,94.14,SC3
P1367,TEC-AC-10002533,"Enermax Memory Card, USB",114.6,96.26999999999998,SC0
P1368,TEC-PH-10000412,"Cisco Office Telephone, Full Size",81.75,55.59,SC2
P1369,TEC-CO-10002113,"Canon Ink, Digital",97.86,67.54,SC3
P1370,TEC-CO-10004034,"Canon Fax Machine, High-Speed",316.5900000000001,278.61,SC3
P1371,FUR-CH-10004572,"Office Star Executive Leather Armchair, Adjustable",313.2800000000001,231.84000000000003,SC1
P1372,TEC-PAN-10002884,"Panasonic Inkjet, Wireless",312.0900000000001,290.25000000000006,SC8
P1373,FUR-OFF-10002542,"Office Star Executive Leather Armchair, Adjustable",469.92,418.22999999999985,SC1
P1374,OFF-AP-10000108,"Breville Refrigerator, Black",518.76,295.7100000000001,SC7
P1375,FUR-CH-10000309,Global Comet Stacking Arm Chair,422.51,316.8825,SC1
P1376,FUR-CH-10004592,"Hon Rocking Chair, Set of Two",132.87,94.35,SC1
P1377,OFF-AP-10003618,"Hoover Refrigerator, Silver",527.01,358.38,SC7
P1378,FUR-SAU-10004053,"Sauder Floating Shelf Set, Mobile",197.1,124.20000000000002,SC9
P1379,TEC-CO-10003964,"Canon Fax Machine, High-Speed",211.06,181.52,SC3
P1380,TEC-CO-10003589,"HP Fax Machine, Digital",299.58,254.67,SC3
P1381,TEC-PH-10003157,"Nokia Speaker Phone, VoIP",82.16,68.19999999999999,SC2
P1382,OFF-AP-10000304,"Hoover Microwave, White",306.78,165.68999999999997,SC7
P1383,FUR-FU-10001086,"Advantus Frame, Black",111.12,88.92,SC11
P1384,FUR-BO-10000936,"Bush Floating Shelf Set, Traditional",171.26999999999995,140.45999999999998,SC9
P1385,TEC-PH-10004120,AT&T 1080 Phone,136.99,101.3726,SC2
P1386,OFF-ST-10000952,"Smead File Cart, Blue",127.47,126.21,SC10
P1387,TEC-PH-10000526,Vtech CS6719,95.99,69.1128,SC2
P1388,TEC-CO-10001596,"Brother Wireless Fax, Color",380.25,300.42,SC3
P1389,TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,131.18,76.0844,SC0
P1390,OFF-HOO-10001105,"Hoover Refrigerator, Silver",527.01,358.38,SC7
P1391,TEC-CO-10004343,"HP Wireless Fax, Color",361.65,195.29999999999995,SC3
P1392,TEC-CO-10002769,"HP Fax Machine, Digital",299.58,299.58,SC3
P1393,FUR-BO-10004399,"Bush Floating Shelf Set, Pine",172.62,162.27,SC9
P1394,TEC-CO-10001445,"Brother Personal Copier, High-Speed",141.09,80.43,SC3
P1395,TEC-PH-10002834,Google Nexus 5,179.99,134.9925,SC2
P1396,OFF-ST-10002354,"Eldon Lockers, Wire Frame",196.98,157.58999999999997,SC10
P1397,TEC-PH-10003239,"Samsung Signal Booster, with Caller ID",136.59,79.23,SC2
P1398,FUR-TA-10000283,"Hon Wood Table, with Bottom Storage",531.3299999999998,494.15999999999985,SC4
P1399,OFF-AP-10001926,"Hamilton Beach Refrigerator, White",498.26999999999987,338.8499999999999,SC7
P1400,FUR-CH-10004287,SAFCO Arco Folding Chair,276.2,196.102,SC1
P1401,TEC-CO-10004690,"HP Wireless Fax, Digital",239.9,141.55999999999997,SC3
P1402,OFF-HAM-10000312,"Hamilton Beach Refrigerator, Red",500.13,455.13,SC7
P1403,TEC-PH-10003505,Geemarc AmpliPOWER60,92.8,65.888,SC2
P1404,FUR-CH-10000892,"SAFCO Executive Leather Armchair, Red",307.61999999999995,301.48,SC1
P1405,TEC-MA-10003773,"Panasonic Card Printer, Wireless",173.82,123.42,SC8
P1406,TEC-CO-10002937,"Canon Ink, High-Speed",145.35,98.85,SC3
P1407,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,294.95,221.2125,SC2
P1408,FUR-FU-10001438,"Rubbermaid Frame, Duo Pack",109.95000000000002,97.86,SC11
P1409,FUR-TA-10002645,Hon Rectangular Conference Tables,227.55,188.86650000000003,SC4
P1410,TEC-MA-10002771,"StarTech Inkjet, White",298.92000000000013,167.4000000000001,SC8
P1411,TEC-APP-10004657,"Apple Smart Phone, Cordless",636.3,496.32,SC2
P1412,TEC-PH-10001146,"Nokia Smart Phone, Full Size",424.89999999999986,327.18,SC2
P1413,TEC-CO-10004169,"HP Ink, Digital",128.34,111.66,SC3
P1414,OFF-HOO-10003653,"Hoover Stove, Silver",569.22,387.09,SC7
P1415,FUR-BO-10000514,"Bush Library with Doors, Traditional",364.32,346.11,SC9
P1416,OFF-ST-10000632,"Rogers Shelving, Single Width",62.16,57.21,SC10
P1417,FUR-CH-10000969,"Hon Executive Leather Armchair, Red",459.38999999999993,459.38999999999993,SC1
P1418,TEC-CO-10002423,"Canon Personal Copier, High-Speed",140.93999999999997,102.9,SC3
P1419,TEC-PH-10003963,"Apple Signal Booster, Full Size",137.94,131.07,SC2
P1420,OFF-ST-10002650,"Fellowes Lockers, Wire Frame",206.4,140.36999999999998,SC10
P1421,FUR-CH-10002816,"Harbour Creations Swivel Stool, Adjustable",182.61,131.49,SC1
P1422,TEC-MEM-10004524,"Memorex Memory Card, Programmable",103.76999999999998,89.24999999999999,SC0
P1423,TEC-NOK-10000784,"Nokia Speaker Phone, Cordless",126.0,71.82000000000002,SC2
P1424,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,220.98,198.882,SC9
P1425,TEC-CO-10003522,"Sharp Personal Copier, High-Speed",118.2,117.03,SC3
P1426,FUR-NOV-10002655,"Novimex Swivel Stool, Adjustable",166.95000000000005,153.6,SC1
P1427,TEC-CO-10002916,"Hewlett Ink, Color",150.12,129.11999999999998,SC3
P1428,FUR-TA-10003228,"Hon Computer Table, Fully Assembled",492.24,457.79999999999984,SC4
P1429,OFF-ST-10001346,"Smead File Cart, Industrial",85.60000000000002,75.34,SC10
P1430,TEC-BRO-10003986,"Brother Personal Copier, Color",144.33,99.6,SC3
P1431,TEC-PH-10001336,Digium D40 VoIP phone,128.99,91.5829,SC2
P1432,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,79.52,70.7728,SC11
P1433,TEC-CO-10004234,"Canon Fax Machine, Laser",212.26,167.7,SC3
P1434,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27,167.27,SC10
P1435,OFF-BI-10000389,"Ibico Binding Machine, Clear",50.88000000000001,50.88000000000001,SC5
P1436,FUR-HAR-10002697,"Harbour Creations Executive Leather Armchair, Adjustable",471.18,240.32999999999996,SC1
P1437,OFF-ST-10003953,"Smead File Cart, Industrial",128.39999999999998,92.45999999999998,SC10
P1438,TEC-CO-10003965,"Brother Ink, Laser",147.3,147.3,SC3
P1439,FUR-CH-10004011,"SAFCO Executive Leather Armchair, Black",305.99999999999994,201.95999999999992,SC1
P1440,TEC-CO-10003236,Canon Image Class D660 Copier,599.99,323.9946,SC3
P1441,FUR-ELD-10004384,"Eldon Frame, Black",116.25,83.7,SC11
P1442,OFF-PA-10003395,Xerox 1941,104.85,54.52199999999999,SC13
P1443,TEC-MA-10001792,"Epson Inkjet, White",305.37,219.87000000000003,SC8
P1444,OFF-ST-10002221,"Rogers Lockers, Industrial",212.1,210.00000000000003,SC10
P1445,OFF-ST-10002622,"Smead File Cart, Single Width",128.88,119.87999999999998,SC10
P1446,FUR-IKE-10001301,"Ikea Stackable Bookrack, Pine",123.93,61.98000000000001,SC9
P1447,OFF-BOS-10002472,"Boston Sketch Pad, Blue",48.6,27.719999999999995,SC12
P1448,TEC-PH-10001900,"Motorola Signal Booster, VoIP",143.22,74.49,SC2
P1449,FUR-SAF-10002846,"Safco Classic Bookcase, Pine",439.5,421.92,SC9
P1450,FUR-CH-10001039,"Harbour Creations Rocking Chair, Adjustable",149.57999999999996,101.73,SC1
P1451,TEC-MA-10004666,"Panasonic Inkjet, Red",309.24,303.06,SC8
P1452,TEC-HP -10004590,"HP Fax Machine, Color",301.38,301.38,SC3
P1453,FUR-HON-10000103,"Hon Swivel Stool, Red",163.65,139.11,SC1
P1454,FUR-TA-10000310,"Barricks Training Table, Rectangular",210.58,208.48,SC4
P1455,TEC-PAN-10000092,"Panasonic Inkjet, Red",309.24,222.66000000000003,SC8
P1456,FUR-CH-10002510,"Office Star Steel Folding Chair, Adjustable",94.2,50.87999999999999,SC1
P1457,TEC-AC-10004808,"Memorex Router, Erganomic",244.02,170.82000000000005,SC0
P1458,FUR-TA-10000962,"Hon Conference Table, Adjustable Height",923.67,701.9999999999999,SC4
P1459,TEC-CO-10000825,"Brother Ink, Color",148.74,141.33,SC3
P1460,TEC-PH-10004085,"Apple Audio Dock, with Caller ID",166.89,128.52,SC2
P1461,FUR-BO-10000684,"Sauder Corner Shelving, Traditional",147.3,137.01000000000002,SC9
P1462,TEC-AC-10004880,"Logitech Keyboard, Programmable",73.95,66.57000000000001,SC0
P1463,FUR-ADV-10000571,"Advantus Frame, Erganomic",109.74,74.64,SC11
P1464,TEC-CO-10002057,"Sharp Copy Machine, Color",237.6,194.85,SC3
P1465,FUR-TA-10003790,"Bevis Computer Table, Fully Assembled",494.52,356.07,SC4
P1466,FUR-BO-10004924,"Sauder Library with Doors, Traditional",258.42,227.42,SC9
P1467,TEC-MA-10000768,"Epson Card Printer, White",168.36,163.32,SC8
P1468,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray Charcoal",227.55,177.489,SC4
P1469,TEC-AC-10002883,"Logitech Keyboard, Erganomic",70.26,41.460000000000015,SC0
P1470,FUR-CH-10000663,"Hon Steel Folding Chair, Adjustable",83.91000000000003,68.82000000000001,SC1
P1471,TEC-PH-10000369,HTC One Mini,125.99,90.7128,SC2
P1472,FUR-SAF-10000949,"Safco Floating Shelf Set, Pine",198.09,168.39,SC9
P1473,TEC-CO-10001589,"Hewlett Wireless Fax, Digital",253.21999999999997,139.27999999999994,SC3
P1474,FUR-TA-10000558,"Hon Wood Table, Rectangular",528.9,359.67,SC4
P1475,TEC-CO-10001407,"Canon Ink, Digital",146.79,110.1,SC3
P1476,TEC-PH-10002574,"Cisco Speaker Phone, Cordless",94.22,72.56000000000002,SC2
P1477,TEC-PH-10004241,Nokia Lumia 1020,449.99,323.9928,SC2
P1478,OFF-AP-10002104,"Hoover Microwave, Red",308.64,274.71,SC7
P1479,FUR-NOV-10000847,"Novimex Executive Leather Armchair, Adjustable",455.51999999999987,396.32999999999987,SC1
P1480,TEC-PH-10000332,"Samsung Smart Phone, VoIP",424.16,369.02,SC2
P1481,FUR-TA-10003771,"Hon Computer Table, Adjustable Height",489.81,416.33999999999986,SC4
P1482,TEC-PH-10002496,Cisco SPA301,155.99,109.19300000000004,SC2
P1483,OFF-BI-10001808,"Cardinal Binding Machine, Clear",49.23000000000001,29.550000000000008,SC5
P1484,OFF-ST-10002251,"Fellowes Shelving, Wire Frame",37.93999999999999,18.979999999999983,SC10
P1485,TEC-STA-10004542,"StarTech Calculator, Durable",40.08,34.08,SC8
P1486,FUR-BO-10001558,"Safco 3-Shelf Cabinet, Pine",170.19,151.47,SC9
