OrderID,OrderPriorityID
IN-2014-62849,OP1
US-2014-122322,OP1
IT-2013-5130870,OP2
US-2013-124618,OP0
IN-2012-46063,OP2
MX-2014-131814,OP2
ES-2013-1682342,OP2
MX-2014-129294,OP2
ES-2013-3988133,OP0
US-2011-140914,OP2
MX-2014-152891,OP2
US-2012-110870,OP2
PL-2014-9180,OP2
MX-2013-168340,OP2
CA-2013-116722,OP2
MX-2014-100090,OP3
IT-2014-1725451,OP1
ID-2014-60665,OP2
IN-2014-50977,OP2
CA-2014-112515,OP1
CA-2012-155334,OP0
US-2014-133361,OP2
ID-2012-40750,OP1
GH-2012-2810,OP1
ES-2014-4627826,OP1
IT-2014-5113824,OP1
ES-2014-3454494,OP2
IN-2014-17426,OP2
CG-2013-1800,OP3
ES-2013-1621921,OP0
ES-2012-2137901,OP2
CA-2012-130848,OP2
RS-2013-8100,OP1
MX-2014-154305,OP2
MX-2011-102421,OP1
MX-2012-100027,OP2
SA-2014-6520,OP1
IN-2013-64452,OP1
CA-2014-110198,OP2
CA-2012-169397,OP1
CA-2011-104738,OP0
ES-2013-1608190,OP1
ES-2013-4762189,OP3
IN-2012-69590,OP2
ES-2014-4777800,OP0
ES-2011-2836248,OP2
ES-2012-3704890,OP0
ID-2013-16306,OP1
ES-2014-2958500,OP1
EG-2011-4270,OP1
ES-2014-2544561,OP1
IN-2011-28654,OP2
MX-2014-101749,OP1
ES-2012-3144294,OP1
MX-2011-144827,OP0
IN-2013-72754,OP1
CA-2011-135657,OP1
LH-2014-4130,OP2
SF-2014-4690,OP0
IT-2013-3224690,OP1
IT-2014-1207126,OP2
IT-2014-3306532,OP1
ES-2012-4101342,OP2
ES-2014-5628331,OP1
IN-2013-42087,OP1
ES-2012-4991722,OP1
CA-2011-450,OP1
IZ-2014-6680,OP2
CA-2011-143371,OP1
MX-2013-146913,OP1
TU-2013-8250,OP2
SA-2012-8940,OP2
MX-2014-134894,OP2
US-2011-166436,OP1
IN-2014-17384,OP0
RS-2012-3010,OP2
ES-2014-4478437,OP2
IN-2014-62247,OP1
MX-2014-101406,OP2
ID-2014-83086,OP2
MX-2013-127705,OP1
ES-2014-1920688,OP1
ES-2011-1657853,OP1
MX-2014-164994,OP1
CA-2012-154956,OP1
ES-2011-5680692,OP2
ID-2012-22550,OP2
IT-2011-4913414,OP1
IN-2012-79145,OP2
MX-2014-165260,OP1
IT-2012-1314917,OP1
CA-2012-142237,OP2
IN-2013-11847,OP2
IN-2013-39112,OP1
ES-2014-2233840,OP2
IN-2014-63213,OP2
ES-2014-4297152,OP1
UP-2011-3170,OP0
ES-2013-5782100,OP2
US-2012-122784,OP3
US-2014-136497,OP2
ID-2012-61722,OP1
MX-2011-129553,OP2
MX-2013-115189,OP1
IN-2014-71382,OP1
ES-2014-5205657,OP2
CA-2014-121419,OP2
RS-2014-3840,OP1
ES-2014-3309259,OP1
RO-2013-8540,OP2
MX-2014-159338,OP0
ES-2013-3916740,OP1
TU-2014-930,OP2
ES-2013-4735127,OP2
ES-2012-3884977,OP1
CA-2014-4170,OP1
IN-2013-59160,OP2
CA-2013-135265,OP0
MX-2012-165491,OP1
MX-2014-103149,OP1
ES-2014-3046961,OP1
IN-2011-44656,OP0
US-2014-130687,OP2
MX-2013-108231,OP2
ID-2014-66181,OP2
CA-2013-123946,OP1
IN-2014-48359,OP0
ES-2013-3851418,OP1
IT-2014-3434836,OP1
TZ-2014-5290,OP1
IN-2012-72530,OP3
IN-2011-69835,OP1
IN-2011-29634,OP1
CA-2013-140249,OP1
US-2014-120194,OP1
MX-2013-164980,OP1
IN-2013-18973,OP2
SA-2014-5840,OP0
MX-2013-146395,OP2
ES-2014-2214786,OP2
ID-2013-57585,OP1
IT-2014-2372877,OP2
ID-2014-83793,OP2
CA-2014-130764,OP1
ES-2014-1876230,OP1
ES-2014-2978156,OP1
ES-2014-5272129,OP1
ES-2014-4111468,OP1
ES-2013-3711605,OP1
MX-2014-144302,OP1
CA-2011-103989,OP2
MX-2014-118472,OP2
MX-2012-111465,OP1
ES-2014-2296898,OP1
IN-2012-79103,OP2
IN-2014-13296,OP1
ID-2011-33295,OP2
ID-2013-78452,OP1
CA-2012-164539,OP3
MX-2012-117842,OP2
CA-2012-158491,OP1
CA-2013-123512,OP0
IN-2013-14675,OP1
CG-2013-7900,OP3
IN-2014-13051,OP2
MX-2011-160108,OP1
CA-2014-146983,OP1
IR-2014-3320,OP1
IT-2014-5786031,OP0
US-2011-119634,OP2
IT-2014-2304556,OP1
ES-2013-1946968,OP1
CA-2011-116239,OP2
US-2014-112347,OP1
CA-2014-140963,OP2
US-2014-129546,OP2
CA-2011-166086,OP2
MX-2014-130470,OP1
IN-2014-46007,OP2
ID-2011-46049,OP1
IN-2012-26141,OP1
ZA-2013-7100,OP2
MX-2013-141159,OP1
ES-2013-1990428,OP1
IN-2014-53707,OP1
ES-2014-4385660,OP1
CA-2012-105627,OP2
IT-2012-1694853,OP0
IT-2014-5733804,OP2
IN-2013-36592,OP2
ID-2013-78557,OP2
SF-2013-8700,OP2
ES-2013-4190886,OP2
IN-2012-14052,OP1
MX-2013-116211,OP1
ES-2011-2069466,OP0
US-2012-103471,OP2
MX-2013-132801,OP2
PL-2012-7400,OP2
ES-2013-3899531,OP1
MX-2012-150133,OP2
ES-2014-3513084,OP0
CA-2011-125542,OP2
ID-2013-13072,OP1
ES-2012-2617664,OP2
CG-2012-2700,OP2
IN-2013-16992,OP2
IN-2012-53581,OP0
CA-2012-103177,OP2
EG-2011-590,OP2
CA-2014-122364,OP1
ES-2014-3900205,OP0
ID-2012-66055,OP1
IN-2011-53028,OP2
IN-2012-31937,OP1
CA-2012-104941,OP1
MX-2011-145520,OP2
ES-2014-1960568,OP1
MX-2013-122245,OP2
ES-2014-2379227,OP1
KG-2013-6700,OP2
ES-2014-1158805,OP0
CA-2013-133816,OP1
IN-2013-58334,OP1
IN-2011-51698,OP1
KE-2013-2790,OP2
MX-2014-114797,OP1
US-2014-127026,OP2
CA-2014-113530,OP1
TS-2012-3120,OP2
US-2013-160178,OP2
ES-2013-2354581,OP0
US-2013-149804,OP1
ES-2013-4117792,OP0
CA-2012-104871,OP2
IT-2013-5270851,OP1
MX-2012-151680,OP1
ES-2014-1572368,OP2
CA-2014-129357,OP2
IT-2013-4762728,OP2
SG-2013-6630,OP2
ES-2011-3906248,OP1
IN-2011-26057,OP2
MX-2012-116470,OP1
US-2014-166177,OP1
US-2013-108854,OP2
ES-2014-1931896,OP0
MX-2013-102295,OP2
ES-2013-4599518,OP0
CA-2012-152611,OP0
RS-2012-7250,OP3
ES-2014-1694278,OP0
IN-2012-33848,OP2
ES-2011-2613634,OP1
CA-2014-121489,OP1
CA-2012-164777,OP2
CA-2012-490,OP1
IN-2011-15984,OP0
IN-2014-73377,OP1
IN-2012-38657,OP1
ZI-2014-5970,OP2
ES-2012-5923089,OP1
IN-2014-45258,OP2
ES-2011-4052630,OP1
IN-2012-29277,OP1
MX-2014-152275,OP3
MX-2013-139535,OP0
SU-2014-3820,OP1
ID-2012-56843,OP1
MX-2014-103646,OP1
ES-2014-5694421,OP2
ES-2014-1102132,OP1
ES-2013-3949378,OP0
IT-2012-4926272,OP1
IN-2012-44705,OP1
US-2012-156496,OP3
ES-2013-4441922,OP1
IN-2012-69870,OP2
IN-2014-75456,OP2
MX-2012-137148,OP0
IN-2012-49220,OP0
ID-2014-54057,OP3
ES-2014-1359331,OP2
IN-2013-77766,OP1
IN-2013-20940,OP1
IN-2014-31559,OP1
MX-2013-158064,OP2
MX-2013-142783,OP2
IN-2013-22109,OP2
SG-2013-3590,OP1
US-2013-130239,OP1
ID-2013-62163,OP1
ID-2012-29424,OP1
CA-2012-135538,OP2
CA-2012-134117,OP0
US-2012-144267,OP0
CA-2014-167094,OP2
ES-2011-1244060,OP1
ES-2013-1954205,OP0
ES-2012-5639743,OP2
IN-2014-16404,OP1
ES-2012-3540273,OP1
IN-2013-19568,OP1
CA-2013-8360,OP2
ES-2014-3277356,OP1
IN-2014-42941,OP2
ID-2014-82064,OP2
MX-2014-143833,OP2
ES-2013-1247648,OP1
UP-2014-6150,OP1
IT-2012-5588535,OP1
MX-2012-151036,OP3
IN-2013-86754,OP1
IT-2014-1082723,OP1
MX-2014-159408,OP2
IN-2012-65915,OP2
IN-2012-55618,OP1
PL-2014-1590,OP2
IN-2011-38111,OP2
ES-2014-5479414,OP1
ID-2014-83198,OP1
ID-2012-41002,OP2
ES-2013-1836661,OP1
TZ-2013-4360,OP2
NI-2012-3370,OP0
MX-2013-167276,OP2
IT-2013-5153136,OP2
ES-2012-3679676,OP2
ID-2012-83870,OP1
US-2011-112893,OP1
AG-2013-4150,OP2
MX-2014-135286,OP2
IN-2011-69177,OP1
ES-2014-4594141,OP1
US-2012-142727,OP1
ES-2014-4375159,OP1
CA-2012-146563,OP1
ID-2012-56612,OP1
IT-2012-5883185,OP1
ES-2013-1534120,OP3
IN-2013-35339,OP1
IT-2014-5704985,OP0
IN-2014-57711,OP2
ES-2012-3049668,OP2
RS-2011-5330,OP0
CA-2013-133613,OP2
ES-2012-4825433,OP1
IT-2011-4488946,OP2
ES-2014-5813135,OP0
CA-2012-141012,OP2
IT-2014-2250081,OP2
MX-2014-118360,OP2
IN-2013-15396,OP1
MX-2014-140872,OP2
SF-2011-6850,OP2
ES-2013-5656834,OP1
US-2013-131149,OP2
TU-2013-510,OP0
UZ-2014-5310,OP1
MX-2014-104920,OP0
ID-2013-86299,OP2
IN-2014-42395,OP0
IT-2011-2660642,OP0
CA-2013-122063,OP2
MX-2014-128097,OP1
ID-2011-50991,OP1
IT-2014-1995970,OP2
SF-2012-3660,OP3
MX-2013-128734,OP1
MX-2011-128825,OP2
IN-2012-44194,OP1
ES-2011-4237527,OP2
MX-2013-143210,OP1
ID-2013-69170,OP2
IN-2014-51572,OP1
AJ-2012-7720,OP2
IZ-2014-1640,OP2
MX-2014-161837,OP2
ES-2012-5972682,OP0
CA-2013-118626,OP1
MX-2014-158589,OP1
CA-2014-7480,OP2
IT-2014-4038519,OP1
ES-2013-1679213,OP2
ES-2014-1872792,OP1
CA-2014-122504,OP1
MX-2012-136231,OP2
IT-2014-4157824,OP1
IN-2012-53434,OP2
UP-2014-2690,OP2
ES-2012-5480702,OP2
CA-2011-169803,OP1
IN-2013-21038,OP0
MG-2011-1830,OP2
AG-2014-6470,OP0
MX-2014-110009,OP2
IN-2012-24209,OP1
IN-2013-64095,OP1
ES-2013-5424830,OP2
US-2014-166247,OP1
IT-2014-2597250,OP2
MX-2014-159863,OP2
IN-2014-34576,OP2
IN-2013-13877,OP0
IT-2013-4186516,OP2
ES-2013-4099835,OP0
IN-2013-76828,OP1
IN-2013-14899,OP1
CA-2012-109708,OP2
CA-2011-111192,OP1
IN-2014-24041,OP2
IN-2013-53056,OP2
IN-2013-51236,OP2
IN-2014-11637,OP2
ID-2013-66405,OP1
IN-2013-81665,OP1
CA-2014-165008,OP0
SA-2012-6160,OP2
MX-2011-150357,OP2
IN-2012-32273,OP2
MX-2013-111822,OP2
ID-2012-79621,OP1
MX-2012-114251,OP2
US-2014-118612,OP1
CA-2012-146486,OP2
IN-2014-52174,OP2
CA-2012-113145,OP1
ES-2013-5019108,OP1
CA-2014-120936,OP2
MX-2013-147333,OP1
CA-2014-128734,OP1
IN-2013-27156,OP1
IN-2011-83583,OP1
MX-2013-161067,OP1
MX-2013-112921,OP2
MX-2013-165057,OP1
ES-2011-5235241,OP2
IN-2012-65537,OP2
MX-2014-125906,OP1
ES-2013-4968432,OP2
RS-2014-1250,OP1
CA-2011-113880,OP2
IN-2014-55296,OP2
AG-2013-6630,OP2
OD-2011-3490,OP3
US-2013-137519,OP2
MX-2013-137568,OP1
IT-2011-1471798,OP0
IN-2012-60371,OP2
MX-2011-121251,OP2
IN-2012-72684,OP2
IN-2014-29697,OP2
CA-2013-112277,OP2
ES-2014-4018263,OP1
UP-2013-6640,OP1
IN-2014-73594,OP1
MX-2014-152793,OP1
ES-2011-2413369,OP1
ID-2012-62240,OP1
ID-2011-23593,OP1
IT-2011-5515844,OP0
ES-2012-3181108,OP2
CA-2013-152471,OP1
MX-2011-161480,OP1
ES-2013-4555618,OP1
CA-2013-142902,OP2
ES-2012-3082564,OP1
HR-2014-8850,OP2
US-2012-106551,OP1
MX-2014-169908,OP2
ES-2014-2298874,OP0
IN-2012-84773,OP1
IN-2013-10916,OP1
CA-2011-132010,OP2
US-2011-148551,OP1
ES-2011-3158300,OP0
ES-2014-5119760,OP0
ES-2013-4599518,OP1
MX-2012-118171,OP2
IT-2011-2624729,OP1
ID-2011-49409,OP2
CA-2013-144148,OP1
MX-2012-117898,OP1
ID-2012-58761,OP2
PL-2014-5990,OP1
MX-2013-126662,OP0
IT-2014-2658711,OP3
SU-2011-3310,OP1
IN-2012-63150,OP2
US-2013-142685,OP1
MX-2013-154004,OP2
US-2014-127292,OP2
IT-2014-4973421,OP0
MX-2013-100265,OP1
US-2013-133879,OP3
IN-2011-27408,OP1
IN-2013-45307,OP1
MX-2012-160388,OP1
ES-2013-2229883,OP1
IN-2014-84339,OP0
MA-2012-5690,OP3
MZ-2014-8280,OP2
CA-2014-147361,OP1
ID-2013-18504,OP2
ID-2013-74357,OP3
ES-2014-3004984,OP2
ES-2012-3109926,OP2
IN-2014-67462,OP1
MX-2012-108238,OP3
IN-2012-38391,OP2
ID-2014-52902,OP2
MX-2012-137561,OP1
IN-2014-47799,OP2
ID-2011-75981,OP2
IN-2012-42766,OP1
IN-2014-42171,OP2
CA-2011-152268,OP1
MX-2011-109323,OP1
CA-2012-111206,OP2
ID-2012-80181,OP2
ID-2013-52643,OP3
ES-2014-2189069,OP2
IN-2011-53203,OP0
MX-2013-159100,OP1
IN-2014-66062,OP2
IN-2014-11287,OP2
ID-2013-26813,OP2
IN-2013-38720,OP2
IN-2012-74854,OP0
MX-2014-113985,OP1
NI-2013-2300,OP1
IN-2014-69688,OP0
IR-2013-6180,OP1
CA-2013-134208,OP3
CA-2012-145814,OP1
CA-2013-132997,OP1
CA-2013-108056,OP1
MX-2012-101616,OP2
IN-2011-36865,OP2
MX-2012-142342,OP1
ES-2012-1557581,OP1
ES-2011-1276768,OP2
ES-2013-3715629,OP3
ES-2011-3481511,OP1
US-2013-108777,OP0
CA-2013-142958,OP1
MX-2011-144477,OP1
ID-2012-58495,OP1
IN-2012-73930,OP1
CA-2012-168746,OP2
CA-2012-157287,OP0
MX-2013-141698,OP2
MX-2012-145653,OP1
IN-2012-26169,OP2
ES-2013-5271850,OP1
IN-2011-64361,OP2
US-2014-102435,OP1
ID-2014-56773,OP1
CA-2014-153843,OP1
CA-2011-152100,OP1
ES-2012-4245043,OP2
IN-2013-52216,OP2
IN-2013-68456,OP1
IN-2013-65222,OP1
MX-2012-105424,OP1
MX-2013-140627,OP2
ES-2011-4632225,OP2
CA-2014-148404,OP2
IN-2012-86257,OP1
IN-2012-42668,OP1
IN-2014-31503,OP1
MX-2011-139311,OP1
IN-2013-12757,OP0
US-2013-127817,OP2
CA-2012-117884,OP2
ES-2011-2736116,OP3
CA-2013-111213,OP1
IT-2013-1537853,OP2
NI-2013-1630,OP2
MX-2014-156111,OP1
IN-2011-85788,OP1
ES-2012-4007496,OP1
EG-2014-5820,OP0
CA-2014-128363,OP1
MX-2012-116043,OP0
IN-2012-13359,OP2
ES-2011-1941756,OP1
ES-2011-5380791,OP1
ES-2012-3352268,OP2
ES-2012-1590834,OP2
IN-2013-70948,OP2
IN-2013-25042,OP1
CA-2011-124247,OP1
IN-2013-84997,OP1
CA-2014-150497,OP2
MX-2013-148754,OP2
IN-2013-12155,OP0
ES-2012-3876252,OP2
CA-2013-166674,OP0
GH-2012-3930,OP2
ES-2014-3986842,OP2
ES-2013-3894596,OP2
CA-2013-101791,OP1
IT-2014-2354924,OP2
IN-2013-33428,OP1
IN-2014-35227,OP2
CA-2011-128888,OP1
CA-2014-161956,OP1
CA-2011-154158,OP2
US-2013-167850,OP2
GB-2012-6690,OP2
CA-2014-159156,OP1
CA-2012-154284,OP1
CA-2012-133452,OP1
CA-2011-120670,OP1
PL-2014-1380,OP1
ES-2013-3946680,OP1
MX-2014-135363,OP1
US-2013-123750,OP3
MO-2014-5270,OP1
CA-2014-152695,OP2
MX-2012-144568,OP1
AU-2014-8970,OP2
ES-2014-4112364,OP1
ES-2011-5335590,OP1
MX-2012-135769,OP3
MX-2014-101441,OP1
MX-2012-162411,OP1
IN-2013-46847,OP1
ES-2014-2282871,OP1
ES-2011-3737786,OP1
MX-2012-112935,OP1
MG-2012-4980,OP1
IN-2011-71060,OP1
ES-2014-2024223,OP1
IN-2013-63927,OP1
US-2014-120418,OP0
CA-2014-168655,OP1
TU-2011-4860,OP2
ID-2012-75925,OP1
MX-2012-164441,OP1
US-2014-113992,OP1
IN-2012-31846,OP3
IN-2012-52111,OP0
MX-2014-136784,OP1
CA-2011-138128,OP1
IZ-2013-5120,OP1
MX-2012-101854,OP1
MX-2014-152121,OP2
MX-2014-166254,OP2
US-2012-100930,OP2
IN-2014-33281,OP2
CA-2011-140795,OP2
SY-2012-7790,OP1
IT-2011-4770705,OP3
ID-2011-56535,OP1
CA-2012-153423,OP1
ES-2014-3563838,OP2
CA-2011-127446,OP1
MX-2011-120096,OP2
MX-2011-147158,OP2
IN-2013-69051,OP2
AU-2014-6560,OP2
ES-2014-2565448,OP1
IT-2014-5595800,OP0
IN-2012-83254,OP1
ES-2014-4635360,OP2
CA-2013-122133,OP3
ID-2012-62345,OP2
MX-2013-133417,OP2
US-2011-118997,OP1
CA-2013-146766,OP0
CA-2013-155978,OP1
MX-2013-122063,OP1
ES-2014-5160531,OP3
IN-2014-50417,OP2
ES-2014-5296123,OP3
US-2012-102519,OP2
MX-2011-152562,OP2
ES-2012-4620972,OP1
ES-2013-2840343,OP1
CA-2012-154326,OP1
IN-2013-62191,OP2
BO-2014-5570,OP1
IN-2012-10041,OP0
ES-2014-2794530,OP2
ID-2012-28255,OP0
ES-2012-4362177,OP0
CA-2014-141929,OP2
IN-2013-18980,OP3
US-2012-101511,OP0
SF-2013-630,OP1
ES-2014-1383281,OP1
US-2013-125605,OP2
US-2011-111157,OP2
ID-2013-53084,OP2
ID-2011-17370,OP2
ID-2011-63668,OP2
ES-2011-3060159,OP1
IT-2014-3219372,OP1
IN-2011-80167,OP1
MX-2014-108042,OP1
CA-2012-147690,OP2
IN-2012-48618,OP1
IN-2013-12204,OP1
CA-2011-151295,OP2
MX-2013-142958,OP2
CA-2014-131037,OP2
US-2012-120131,OP1
CA-2013-113243,OP1
ES-2012-4319979,OP1
IT-2014-2595914,OP1
IN-2011-11889,OP1
ID-2014-71403,OP1
BA-2013-8930,OP1
IN-2014-12232,OP3
MX-2013-108959,OP1
MX-2014-109071,OP1
IN-2013-31006,OP1
ES-2014-4859567,OP0
IN-2014-39371,OP1
US-2012-142230,OP1
CA-2013-125080,OP2
TU-2012-3070,OP1
CA-2013-3990,OP2
CA-2011-142587,OP0
US-2013-168620,OP1
MX-2013-128671,OP2
MX-2012-162446,OP2
CA-2013-111682,OP0
ES-2013-4145439,OP1
IT-2014-2508683,OP2
US-2014-100930,OP1
IT-2011-4546695,OP1
ID-2014-22410,OP2
MX-2012-134215,OP2
CA-2011-147543,OP3
IN-2014-49815,OP3
ES-2012-5411795,OP1
IV-2013-8930,OP1
CA-2014-143798,OP0
IS-2011-4410,OP2
IT-2014-5992832,OP2
IT-2012-2847671,OP2
ES-2014-4783477,OP1
ID-2014-76380,OP1
CA-2012-130974,OP2
ES-2014-3451249,OP1
MX-2011-122728,OP2
IN-2012-50942,OP2
CA-2014-1450,OP0
ES-2012-2523254,OP0
CA-2013-5470,OP2
IN-2014-64396,OP3
IN-2013-78683,OP1
RO-2014-1390,OP2
IN-2012-68785,OP2
IT-2011-4688263,OP1
ES-2011-5268439,OP2
ID-2014-22270,OP1
CA-2011-129189,OP1
MX-2013-130883,OP2
CA-2012-102876,OP1
ES-2014-5374606,OP2
IN-2012-85781,OP2
CA-2014-141439,OP1
ES-2014-2965756,OP1
ES-2013-5085939,OP2
IN-2011-75218,OP1
MX-2013-137974,OP2
ES-2013-5668540,OP0
ID-2014-39084,OP1
IN-2013-55814,OP1
ES-2014-5265060,OP1
ES-2014-5831908,OP2
IN-2014-73587,OP1
MX-2013-154942,OP1
MX-2011-156748,OP2
MX-2011-131359,OP2
IN-2012-33813,OP2
IN-2013-38034,OP2
US-2014-138212,OP2
IT-2011-3459226,OP3
AG-2013-7890,OP1
US-2012-138303,OP2
TU-2013-9570,OP2
ID-2012-59384,OP1
MX-2013-159520,OP1
ES-2013-3635603,OP3
IN-2012-16194,OP1
CA-2013-129868,OP1
RS-2014-8000,OP2
MX-2013-147326,OP2
ES-2013-2211839,OP1
CA-2011-156160,OP1
ES-2013-5690968,OP1
IN-2014-43410,OP1
ES-2014-5566428,OP1
US-2012-163433,OP2
IN-2011-11770,OP1
CA-2012-118444,OP2
IN-2011-75323,OP1
MX-2014-148950,OP1
CA-2013-144218,OP1
CA-2011-121573,OP2
CA-2014-105333,OP2
US-2013-118346,OP1
MX-2012-126473,OP1
IN-2012-56682,OP2
MO-2013-860,OP1
ES-2014-1497718,OP0
CA-2013-101966,OP2
IR-2013-7320,OP1
ID-2012-58530,OP1
NI-2013-6690,OP2
IN-2012-76583,OP2
IN-2013-50851,OP3
IN-2014-28241,OP1
IN-2014-73258,OP0
ES-2014-1366621,OP3
IN-2011-85088,OP0
CA-2013-137743,OP1
MX-2013-119501,OP1
IT-2012-1084413,OP1
TU-2014-1660,OP0
US-2013-127586,OP3
IN-2011-16033,OP1
CA-2014-155705,OP2
ES-2012-4160852,OP1
IN-2012-54491,OP1
MX-2013-107475,OP1
ES-2013-5090419,OP1
ES-2013-2979822,OP3
ES-2012-1762599,OP2
CA-2012-166947,OP1
CA-2011-152618,OP1
ID-2013-37705,OP1
US-2012-147739,OP1
ES-2014-2468091,OP2
CA-2011-103100,OP1
ID-2011-65117,OP2
ID-2013-38181,OP1
ES-2011-4557691,OP1
MA-2014-6360,OP1
CA-2012-146262,OP1
SA-2012-9800,OP2
MX-2014-100419,OP2
MX-2012-158456,OP2
ES-2013-2963054,OP2
MX-2013-134831,OP1
IN-2014-15564,OP1
MX-2013-159142,OP2
US-2013-101602,OP2
ES-2011-4915337,OP1
ES-2013-1715609,OP2
MX-2014-129098,OP2
MX-2013-117961,OP2
CG-2014-9570,OP3
ID-2014-55338,OP1
ES-2013-2058842,OP2
IN-2011-19421,OP2
US-2011-108721,OP1
CA-2013-164574,OP1
RS-2011-1130,OP0
IT-2013-2511833,OP2
ES-2012-4818797,OP2
CA-2012-120621,OP1
IS-2014-4250,OP2
ES-2012-4003155,OP0
ES-2012-2229637,OP0
ES-2014-1053789,OP1
IN-2014-35003,OP1
CA-2011-120411,OP0
MX-2013-145023,OP1
US-2012-163265,OP3
IN-2014-74644,OP2
NG-2014-5720,OP2
CA-2012-138009,OP2
US-2014-130365,OP1
US-2013-123085,OP1
ES-2013-5144015,OP3
CA-2014-123085,OP1
MX-2014-104780,OP1
CA-2011-166863,OP2
IN-2014-57011,OP0
NG-2011-9540,OP2
MX-2014-132927,OP3
MO-2014-3850,OP1
IN-2013-51621,OP1
IN-2012-77773,OP2
ID-2011-80545,OP2
CA-2014-147032,OP1
CA-2013-158834,OP0
ES-2012-1674960,OP2
US-2013-155768,OP2
ES-2012-5912233,OP2
ES-2012-5736749,OP3
CA-2014-134810,OP0
IN-2013-39686,OP2
CA-2014-155698,OP2
ES-2014-5547121,OP1
US-2014-132717,OP1
IN-2014-48121,OP2
ES-2011-3540276,OP1
IN-2011-43109,OP1
ES-2012-3083992,OP2
LY-2014-4680,OP2
ID-2012-37047,OP1
MX-2014-119508,OP1
IN-2014-38356,OP1
IN-2011-86460,OP2
MX-2013-157301,OP1
ES-2013-4987734,OP1
ES-2013-5455573,OP1
IN-2012-85480,OP2
IN-2011-30894,OP0
CA-2014-130309,OP2
US-2014-114398,OP1
IT-2012-2675422,OP2
IN-2012-65726,OP1
CA-2013-105207,OP1
ES-2014-3406497,OP1
US-2011-134733,OP2
MX-2014-111661,OP1
CA-2012-163587,OP1
IN-2013-34401,OP2
MX-2013-105095,OP1
ES-2014-2918798,OP2
ZA-2013-4040,OP3
IN-2011-44761,OP1
MX-2014-154900,OP2
IN-2014-31790,OP2
CA-2011-143210,OP2
CA-2012-109512,OP0
ES-2012-5325598,OP2
IN-2011-22802,OP2
US-2012-124219,OP2
ID-2012-85095,OP1
US-2012-145282,OP0
MZ-2011-9840,OP2
MX-2014-166513,OP2
ID-2012-12960,OP2
IN-2012-58978,OP1
IN-2012-29228,OP1
TU-2011-8670,OP1
IN-2012-11749,OP2
GH-2012-4620,OP3
ES-2012-1191624,OP1
ES-2013-4122424,OP2
US-2014-101063,OP1
CA-2013-137050,OP1
CA-2012-127509,OP1
IN-2014-52034,OP1
CA-2014-116953,OP1
UP-2014-2770,OP1
SF-2012-6490,OP1
IN-2012-46903,OP1
IZ-2012-7140,OP2
ES-2012-4934724,OP1
US-2013-150924,OP1
IN-2013-22438,OP0
CA-2013-1140,OP2
ES-2014-2608196,OP2
IN-2012-38132,OP2
ID-2013-23971,OP1
US-2013-153815,OP0
EG-2012-8380,OP1
MX-2012-136791,OP2
ID-2013-10713,OP1
IN-2013-20982,OP2
ID-2012-43921,OP1
MX-2013-138954,OP2
IR-2012-4780,OP1
US-2011-115875,OP1
IN-2014-21731,OP1
IN-2011-54001,OP1
YM-2012-3890,OP2
MX-2014-112053,OP0
IN-2012-66160,OP1
ES-2012-4331653,OP3
ES-2014-1723161,OP1
AO-2014-7960,OP1
CA-2014-152093,OP1
IN-2011-72670,OP2
IN-2011-60063,OP2
ID-2012-43963,OP2
CA-2014-136511,OP2
MX-2011-106173,OP1
ID-2012-24048,OP1
CA-2014-100524,OP2
QA-2012-1070,OP1
ES-2013-4670866,OP1
ID-2014-45083,OP1
ES-2013-5376470,OP3
ES-2012-1177332,OP1
ES-2014-4934407,OP1
ES-2012-5676143,OP3
TU-2011-3910,OP2
MX-2011-161823,OP2
ES-2014-3931503,OP3
CA-2014-108560,OP1
MX-2013-121755,OP1
MX-2012-136042,OP1
IN-2014-13184,OP1
CA-2012-121650,OP1
CA-2012-132486,OP2
SF-2014-5230,OP1
US-2014-152009,OP1
IN-2013-11448,OP1
ES-2014-1503928,OP1
ID-2013-26092,OP1
MX-2011-112914,OP2
ES-2011-3577688,OP1
IT-2014-3417928,OP0
CA-2011-154592,OP0
MX-2014-107699,OP1
ES-2013-2849768,OP2
IT-2013-1665440,OP1
IN-2014-84948,OP1
CA-2012-106257,OP1
IN-2012-70157,OP2
IN-2014-11427,OP1
CA-2012-132388,OP0
IR-2012-9800,OP3
IR-2011-6000,OP1
IN-2013-34135,OP1
CA-2013-131835,OP1
US-2013-169131,OP1
MX-2011-127250,OP1
MX-2013-161025,OP1
CA-2013-169103,OP1
US-2014-132381,OP2
IN-2014-20716,OP2
ID-2014-19113,OP1
IN-2013-66923,OP1
RS-2012-9680,OP2
ES-2013-5312636,OP0
MX-2012-165974,OP1
US-2012-107090,OP2
CA-2013-4740,OP2
IT-2014-4311078,OP1
CA-2011-126760,OP1
ES-2014-2783426,OP1
CA-2014-117079,OP1
ES-2012-5455334,OP2
IN-2014-36431,OP1
ES-2013-2700779,OP1
IT-2012-3605163,OP1
ES-2014-4720491,OP2
CA-2013-122581,OP2
CA-2012-142755,OP2
ES-2013-2514403,OP1
IN-2012-25476,OP3
JO-2014-5980,OP1
US-2014-109610,OP1
ES-2014-5949760,OP1
IT-2011-1181278,OP2
CA-2011-125829,OP1
MX-2013-115805,OP1
ES-2013-1430889,OP1
IN-2011-65985,OP2
